Designator,Footprint,Quantity,Value,LCSC Part #
"D1, D10, D11, D12, D13, D14, D15, D16, D2, D3, D4, D5, D6, D7, D8, D9",D_DO-35_SOD27_P7.62mm_Horizontal,16,1N4148,
SW1,SW-TH_EC11G1534414,1,EC11G1534414,C1322547
"SW10, SW11, SW12, SW13, SW14, SW15, SW16, SW2, SW3, SW4, SW5, SW6, SW7, SW8, SW9",SW_Cherry_MX_1.00u_PCB,15,SW_Push,
U1,XIAO-RP2040-DIP,1,MOUDLE-SEEEDUINO-XIAO,
